iter	Passed	Remaining
1494	107951	1336215
1495	108046	1336422
1496	108130	1336504
1497	108238	1336862
1498	108340	1337157
1499	108419	1337170
1500	108490	1337086
1501	108559	1336976
1502	108631	1336894
1503	108719	1337018
1504	108819	1337289
1505	108915	1337505
1506	109008	1337688
1507	109091	1337744
1508	109178	1337853
1509	109254	1337827
1510	109342	1337941
1511	109424	1337986
1512	109500	1337955
1513	109574	1337912
1514	109645	1337820
1515	109718	1337751
1516	109790	1337682
1517	109865	1337635
1518	109935	1337530
1519	110003	1337414
1520	110073	1337308
1521	110145	1337229
1522	110214	1337118
1523	110282	1336998
1524	110352	1336898
1525	110421	1336777
1526	110491	1336679
1527	110563	1336607
1528	110637	1336548
1529	110713	1336516
1530	110787	1336464
1531	110862	1336433
1532	110937	1336384
1533	111009	1336314
1534	111085	1336281
1535	111155	1336185
1536	111228	1336118
1537	111303	1336081
1538	111376	1336014
1539	111452	1335984
1540	111529	1335967
1541	111602	1335900
1542	111701	1336142
1543	111788	1336253
1544	111866	1336241
1545	111941	1336205
1546	112017	1336167
1547	112097	1336196
1548	112174	1336176
1549	112246	1336101
1550	112320	1336042
1551	112398	1336032
1552	112471	1335970
1553	112546	1335930
1554	112628	1335967
1555	112705	1335950
1556	112784	1335953
1557	112860	1335922
1558	112934	1335876
1559	113011	1335858
1560	113084	1335788
1561	113158	1335739
1562	113232	1335677
1563	113308	1335646
1564	113384	1335614
1565	113460	1335582
1566	113537	1335565
1567	113612	1335529
1568	113689	1335507
1569	113766	1335489
1570	113840	1335429
1571	113914	1335382
1572	113989	1335341
1573	114068	1335343
1574	114145	1335326
1575	114221	1335284
1576	114297	1335258
1577	114371	1335201
1578	114448	1335181
1579	114528	1335194
1580	114605	1335182
1581	114683	1335175
1582	114760	1335146
1583	114835	1335108
1584	114907	1335029
1585	114981	1334979
1586	115057	1334939
1587	115131	1334885
1588	115205	1334836
1589	115279	1334781
1590	115353	1334716
1591	115432	1334720
1592	115505	1334661
1593	115582	1334635
1594	115656	1334586
1595	115734	1334571
1596	115808	1334519
1597	115882	1334457
1598	115961	1334466
1599	116039	1334451
1600	116110	1334368
1601	116187	1334347
1602	116262	1334304
1603	116346	1334361
1604	116430	1334418
1605	116512	1334449
1606	116592	1334470
1607	116670	1334454
1608	116750	1334471
1609	116828	1334453
1610	116903	1334409
1611	116978	1334365
1612	117054	1334336
1613	117132	1334320
1614	117208	1334293
1615	117283	1334247
1616	117361	1334234
1617	117437	1334204
1618	117518	1334218
1619	117599	1334247
1620	117681	1334278
1621	117753	1334205
1622	117829	1334163
1623	117908	1334168
1624	117985	1334147
1625	118063	1334133
1626	118138	1334080
1627	118216	1334072
1628	118290	1334022
1629	118364	1333964
1630	118442	1333951
1631	118520	1333934
1632	118602	1333973
1633	118680	1333954
1634	118756	1333921
1635	118837	1333942
1636	118912	1333894
1637	118986	1333842
1638	119061	1333798
1639	119143	1333825
1640	119224	1333847
1641	119300	1333812
1642	119378	1333793
1643	119453	1333752
1644	119528	1333704
1645	119605	1333678
1646	119679	1333623
1647	119756	1333597
1648	119831	1333557
1649	119903	1333475
1650	119978	1333429
1651	120056	1333412
1652	120129	1333340
1653	120204	1333300
1654	120280	1333265
1655	120359	1333253
1656	120440	1333276
1657	120514	1333221
1658	120592	1333204
1659	120667	1333162
1660	120745	1333144
1661	120821	1333103
1662	120893	1333031
1663	120971	1333017
1664	121050	1333009
1665	121123	1332945
1666	121198	1332896
1667	121270	1332815
1668	121341	1332725
1669	121411	1332615
1670	121480	1332501
1671	121549	1332395
1672	121620	1332302
1673	121689	1332182
1674	121758	1332075
1675	121829	1331980
1676	121898	1331867
1677	121965	1331734
1678	122036	1331647
1679	122108	1331565
1680	122178	1331461
1681	122247	1331350
1682	122321	1331287
1683	122396	1331246
1684	122468	1331158
1685	122538	1331065
1686	122609	1330974
1687	122683	1330908
1688	122753	1330814
1689	122824	1330721
1690	122891	1330589
1691	122959	1330466
1692	123030	1330375
1693	123101	1330285
1694	123172	1330195
1695	123245	1330126
1696	123316	1330030
1697	123385	1329916
1698	123453	1329796
1699	123524	1329702
1700	123596	1329622
1701	123670	1329567
1702	123739	1329458
1703	123807	1329327
1704	123878	1329236
1705	123949	1329153
1706	124019	1329050
1707	124087	1328925
1708	124155	1328808
1709	124223	1328687
1710	124292	1328575
1711	124363	1328479
1712	124434	1328391
1713	124509	1328345
1714	124580	1328257
1715	124652	1328172
1716	124727	1328126
1717	124798	1328039
1718	124872	1327980
1719	124944	1327901
1720	125015	1327804
1721	125086	1327723
1722	125159	1327651
1723	125230	1327558
1724	125302	1327478
1725	125379	1327455
1726	125447	1327336
1727	125516	1327217
1728	125585	1327106
1729	125657	1327028
1730	125724	1326903
1731	125797	1326831
1732	125870	1326757
1733	125944	1326706
1734	126015	1326607
1735	126088	1326544
1736	126161	1326476
1737	126235	1326412
1738	126309	1326353
1739	126382	1326293
1740	126456	1326227
1741	126528	1326149
1742	126596	1326032
1743	126667	1325945
1744	126735	1325820
1745	126806	1325725
1746	126875	1325623
1747	126947	1325541
1748	127019	1325464
1749	127092	1325391
1750	127163	1325298
1751	127234	1325209
1752	127302	1325090
1753	127372	1324998
1754	127443	1324905
1755	127522	1324899
1756	127589	1324765
1757	127659	1324668
1758	127730	1324575
1759	127802	1324494
1760	127872	1324396
1761	127942	1324302
1762	128010	1324175
1763	128079	1324073
1764	128161	1324097
1765	128235	1324033
1766	128305	1323930
1767	128377	1323859
1768	128447	1323754
1769	128517	1323657
1770	128589	1323579
1771	128659	1323475
1772	128727	1323362
1773	128797	1323256
1774	128870	1323187
1775	128939	1323079
1776	129009	1322985
1777	129076	1322851
1778	129147	1322765
1779	129220	1322690
1780	129289	1322588
1781	129361	1322502
1782	129433	1322428
1783	129510	1322404
1784	129585	1322351
1785	129654	1322240
1786	129742	1322332
1787	129813	1322238
1788	129883	1322142
1789	129954	1322050
1790	130037	1322079
1791	130107	1321985
1792	130180	1321915
1793	130250	1321818
1794	130324	1321758
1795	130392	1321634
1796	130459	1321514
1797	130533	1321456
1798	130608	1321399
1799	130678	1321308
1800	130759	1321312
1801	130828	1321209
1802	130900	1321128
1803	130968	1321013
1804	131039	1320918
1805	131117	1320907
1806	131190	1320838
1807	131265	1320782
1808	131335	1320683
1809	131405	1320585
1810	131477	1320508
1811	131547	1320409
1812	131616	1320300
1813	131685	1320189
1814	131769	1320233
1815	131839	1320141
1816	131911	1320059
1817	131983	1319983
1818	132058	1319931
1819	132128	1319836
1820	132199	1319747
1821	132269	1319643
1822	132341	1319563
1823	132412	1319475
1824	132485	1319411
1825	132568	1319439
1826	132637	1319335
1827	132709	1319255
1828	132778	1319150
1829	132852	1319089
1830	132925	1319017
1831	132997	1318944
1832	133070	1318872
1833	133144	1318814
1834	133216	1318737
1835	133285	1318628
1836	133355	1318526
1837	133423	1318410
1838	133491	1318295
1839	133559	1318175
1840	133632	1318103
1841	133703	1318015
1842	133772	1317907
1843	133840	1317795
1844	133911	1317707
1845	133981	1317602
1846	134050	1317496
1847	134130	1317501
1848	134203	1317425
1849	134277	1317375
1850	134348	1317279
1851	134419	1317190
1852	134491	1317118
1853	134561	1317020
1854	134630	1316913
1855	134700	1316810
1856	134771	1316723
1857	134840	1316614
1858	134913	1316546
1859	134987	1316490
1860	135058	1316404
1861	135127	1316291
1862	135197	1316197
1863	135266	1316091
1864	135338	1316011
1865	135414	1315972
1866	135486	1315890
1867	135555	1315785
1868	135623	1315670
1869	135690	1315548
1870	135762	1315469
1871	135835	1315393
1872	135905	1315304
1873	135976	1315218
1874	136050	1315150
1875	136119	1315046
1876	136191	1314968
1877	136269	1314949
1878	136340	1314858
1879	136409	1314758
1880	136483	1314700
1881	136554	1314612
1882	136627	1314537
1883	136697	1314441
1884	136765	1314324
1885	136833	1314207
1886	136907	1314154
1887	136979	1314070
1888	137050	1313985
1889	137120	1313893
1890	137192	1313813
1891	137263	1313721
1892	137334	1313634
1893	137403	1313531
1894	137472	1313419
1895	137542	1313326
1896	137614	1313246
1897	137688	1313189
1898	137758	1313096
1899	137828	1312997
1900	137898	1312905
1901	137970	1312819
1902	138041	1312734
1903	138113	1312653
1904	138184	1312568
1905	138253	1312469
1906	138321	1312351
1907	138393	1312270
1908	138465	1312192
1909	138536	1312111
1910	138607	1312015
1911	138675	1311904
1912	138743	1311793
1913	138816	1311717
1914	138886	1311626
1915	138956	1311526
1916	139028	1311449
1917	139103	1311399
1918	139172	1311296
1919	139241	1311191
1920	139311	1311092
1921	139381	1310996
1922	139452	1310907
1923	139529	1310880
1924	139600	1310792
1925	139669	1310688
1926	139738	1310584
1927	139809	1310496
1928	139876	1310370
1929	139946	1310273
1930	140015	1310175
1931	140095	1310170
1932	140167	1310093
1933	140240	1310021
1934	140309	1309921
1935	140378	1309812
1936	140450	1309730
1937	140521	1309644
1938	140592	1309562
1939	140664	1309480
1940	140735	1309393
1941	140807	1309322
1942	140880	1309254
1943	140958	1309229
1944	141029	1309145
1945	141101	1309066
1946	141172	1308979
1947	141244	1308902
1948	141318	1308844
1949	141387	1308744
1950	141457	1308643
1951	141526	1308542
1952	141596	1308446
1953	141668	1308363
1954	141738	1308274
1955	141809	1308184
1956	141878	1308078
1957	141947	1307975
1958	142018	1307894
1959	142087	1307782
1960	142160	1307713
1961	142229	1307615
1962	142303	1307552
1963	142377	1307496
1964	142450	1307430
1965	142522	1307347
1966	142591	1307247
1967	142661	1307153
1968	142732	1307062
1969	142803	1306978
1970	142883	1306975
1971	142969	1307026
1972	143043	1306966
1973	143111	1306848
1974	143183	1306779
1975	143259	1306734
1976	143343	1306768
1977	143427	1306796
1978	143501	1306743
1979	143583	1306754
1980	143673	1306838
1981	143744	1306759
1982	143815	1306671
1983	143882	1306546
1984	143953	1306463
1985	144021	1306348
1986	144090	1306243
1987	144158	1306132
1988	144230	1306047
1989	144300	1305956
1990	144367	1305836
1991	144436	1305725
1992	144504	1305616
1993	144574	1305520
1994	144655	1305529
1995	144744	1305602
1996	144814	1305507
1997	144883	1305403
1998	144950	1305281
1999	145021	1305197
2000	145090	1305086
2001	145166	1305052
2002	145250	1305079
2003	145335	1305115
2004	145436	1305298
2005	145510	1305238
2006	145580	1305145
2007	145652	1305066
2008	145721	1304964
2009	145791	1304866
2010	145864	1304799
2011	145944	1304796
2012	146038	1304919
2013	146119	1304920
2014	146203	1304944
2015	146278	1304899
2016	146347	1304793
2017	146426	1304779
2018	146508	1304789
2019	146581	1304723
2020	146651	1304629
2021	146727	1304587
2022	146799	1304509
2023	146867	1304396
2024	146938	1304310
2025	147011	1304234
2026	147087	1304195
2027	147165	1304167
2028	147240	1304121
2029	147318	1304094
2030	147398	1304085
2031	147477	1304074
2032	147551	1304013
2033	147627	1303968
2034	147698	1303882
2035	147768	1303790
2036	147837	1303687
2037	147910	1303612
2038	147985	1303567
2039	148058	1303492
2040	148127	1303395
2041	148198	1303302
2042	148271	1303234
2043	148344	1303168
2044	148416	1303087
2045	148486	1302996
2046	148557	1302906
2047	148628	1302823
2048	148715	1302873
2049	148783	1302763
2050	148854	1302680
2051	148926	1302602
2052	148999	1302532
2053	149071	1302451
2054	149146	1302398
2055	149217	1302311
2056	149288	1302231
2057	149363	1302174
2058	149431	1302067
2059	149501	1301973
2060	149573	1301887
2061	149643	1301797
2062	149713	1301703
2063	149784	1301619
2064	149852	1301505
2065	149932	1301496
2066	150002	1301400
2067	150073	1301310
2068	150142	1301207
2069	150211	1301108
2070	150279	1300991
2071	150349	1300902
2072	150418	1300797
2073	150489	1300709
2074	150563	1300652
2075	150633	1300555
2076	150701	1300448
2077	150770	1300341
2078	150836	1300209
2079	150913	1300181
2080	150985	1300099
2081	151053	1299993
2082	151124	1299904
2083	151195	1299819
2084	151268	1299746
2085	151341	1299681
2086	151414	1299613
2087	151485	1299526
2088	151559	1299465
2089	151634	1299411
2090	151709	1299362
2091	151782	1299292
2092	151851	1299193
2093	151922	1299104
2094	151990	1298996
2095	152060	1298899
2096	152129	1298798
2097	152200	1298709
2098	152276	1298669
2099	152348	1298593
2100	152422	1298528
2101	152500	1298499
2102	152570	1298407
2103	152640	1298310
2104	152711	1298225
2105	152783	1298151
2106	152851	1298044
2107	152923	1297967
2108	152993	1297867
2109	153062	1297768
2110	153133	1297677
2111	153202	1297576
2112	153269	1297459
2113	153337	1297347
2114	153407	1297251
2115	153475	1297141
2116	153544	1297041
2117	153611	1296925
2118	153687	1296874
2119	153757	1296786
2120	153825	1296672
2121	153895	1296584
2122	153968	1296513
2123	154041	1296440
2124	154111	1296353
2125	154183	1296275
2126	154254	1296191
2127	154324	1296096
2128	154392	1295981
2129	154460	1295870
2130	154531	1295789
2131	154600	1295683
2132	154671	1295597
2133	154740	1295496
2134	154810	1295402
2135	154877	1295289
2136	154948	1295199
2137	155018	1295106
2138	155091	1295038
2139	155163	1294964
2140	155234	1294875
2141	155304	1294781
2142	155372	1294675
2143	155441	1294576
2144	155514	1294507
2145	155582	1294396
2146	155653	1294308
2147	155722	1294203
2148	155791	1294108
2149	155860	1294003
2150	155931	1293917
2151	156001	1293830
2152	156073	1293746
2153	156148	1293695
2154	156225	1293665
2155	156299	1293602
2156	156376	1293569
2157	156446	1293477
2158	156519	1293407
2159	156588	1293300
2160	156658	1293208
2161	156726	1293102
2162	156795	1293003
2163	156863	1292894
2164	156930	1292769
2165	156998	1292667
2166	157067	1292567
2167	157138	1292475
2168	157207	1292378
2169	157283	1292336
2170	157350	1292219
2171	157424	1292154
2172	157496	1292080
2173	157570	1292022
2174	157641	1291932
2175	157712	1291849
2176	157783	1291764
2177	157851	1291658
2178	157921	1291562
2179	157989	1291459
2180	158059	1291362
2181	158127	1291249
2182	158202	1291202
2183	158272	1291107
2184	158341	1291011
2185	158410	1290905
2186	158479	1290804
2187	158548	1290709
2188	158622	1290648
2189	158691	1290549
2190	158771	1290533
2191	158842	1290453
2192	158913	1290366
2193	158982	1290266
2194	159060	1290236
2195	159131	1290149
2196	159202	1290065
2197	159271	1289967
2198	159341	1289872
2199	159408	1289763
2200	159477	1289658
2201	159543	1289533
2202	159617	1289474
2203	159684	1289356
2204	159755	1289274
2205	159828	1289209
2206	159899	1289124
2207	159979	1289111
2208	160046	1288997
2209	160114	1288889
2210	160183	1288783
2211	160255	1288709
2212	160334	1288693
2213	160405	1288605
2214	160473	1288495
2215	160542	1288397
2216	160612	1288306
2217	160683	1288218
2218	160752	1288120
2219	160822	1288025
2220	160892	1287936
2221	160963	1287855
2222	161035	1287777
2223	161107	1287701
2224	161177	1287608
2225	161248	1287528
2226	161317	1287422
2227	161387	1287330
2228	161462	1287277
2229	161530	1287174
2230	161597	1287060
2231	161671	1286999
2232	161742	1286915
2233	161813	1286832
2234	161882	1286729
2235	161953	1286643
2236	162025	1286567
2237	162105	1286562
2238	162189	1286575
2239	162265	1286535
2240	162336	1286446
2241	162409	1286383
2242	162482	1286316
2243	162558	1286268
2244	162632	1286211
2245	162708	1286168
2246	162785	1286124
2247	162857	1286049
2248	162931	1285994
2249	163008	1285955
2250	163081	1285887
2251	163156	1285835
2252	163229	1285770
2253	163307	1285740
2254	163382	1285689
2255	163471	1285742
2256	163554	1285755
2257	163641	1285794
2258	163718	1285759
2259	163798	1285743
2260	163877	1285722
2261	163952	1285667
2262	164025	1285605
2263	164096	1285517
2264	164167	1285438
2265	164238	1285351
2266	164309	1285268
2267	164380	1285185
2268	164459	1285164
2269	164533	1285098
2270	164606	1285031
2271	164677	1284950
2272	164749	1284871
2273	164830	1284862
2274	164903	1284795
2275	164976	1284730
2276	165055	1284703
2277	165124	1284607
2278	165198	1284546
2279	165268	1284457
2280	165339	1284371
2281	165412	1284302
2282	165483	1284219
2283	165556	1284147
2284	165632	1284103
2285	165706	1284047
2286	165782	1283998
2287	165857	1283944
2288	165928	1283865
2289	165998	1283769
2290	166068	1283681
2291	166140	1283604
2292	166212	1283522
2293	166284	1283448
2294	166356	1283371
2295	166430	1283315
2296	166501	1283230
2297	166573	1283148
2298	166647	1283090
2299	166721	1283032
2300	166797	1282987
2301	166870	1282915
2302	166941	1282834
2303	167022	1282828
2304	167096	1282764
2305	167164	1282660
2306	167239	1282606
2307	167310	1282524
2308	167384	1282456
2309	167455	1282379
2310	167530	1282320
2311	167601	1282236
2312	167672	1282150
2313	167746	1282090
2314	167815	1281996
2315	167886	1281912
2316	167963	1281872
2317	168037	1281812
2318	168111	1281746
2319	168181	1281657
2320	168253	1281584
2321	168323	1281495
2322	168396	1281420
2323	168464	1281319
2324	168534	1281226
2325	168605	1281141
2326	168676	1281055
2327	168747	1280972
2328	168822	1280917
2329	168900	1280891
2330	168979	1280862
2331	169052	1280794
2332	169128	1280752
2333	169201	1280684
2334	169276	1280632
2335	169350	1280565
2336	169420	1280480
2337	169491	1280395
2338	169570	1280372
2339	169640	1280277
2340	169709	1280183
2341	169786	1280144
2342	169862	1280097
2343	169939	1280056
2344	170011	1279982
2345	170084	1279910
2346	170157	1279839
2347	170231	1279778
2348	170308	1279738
2349	170383	1279689
2350	170456	1279619
2351	170528	1279545
2352	170600	1279469
2353	170682	1279465
2354	170759	1279425
2355	170831	1279350
2356	170908	1279311
2357	170978	1279222
2358	171051	1279155
2359	171122	1279070
2360	171192	1278980
2361	171262	1278882
2362	171333	1278799
2363	171402	1278699
2364	171477	1278649
2365	171552	1278597
2366	171627	1278539
2367	171701	1278482
2368	171774	1278414
2369	171854	1278391
2370	171936	1278389
2371	172025	1278445
2372	172112	1278476
2373	172187	1278425
2374	172261	1278364
2375	172335	1278303
2376	172410	1278249
2377	172483	1278179
2378	172553	1278085
2379	172624	1278001
2380	172698	1277941
2381	172786	1277980
2382	172860	1277917
2383	172934	1277857
2384	173005	1277775
2385	173075	1277683
2386	173148	1277615
2387	173219	1277527
2388	173289	1277441
2389	173363	1277380
2390	173437	1277311
2391	173509	1277239
2392	173580	1277156
2393	173651	1277071
2394	173723	1276993
2395	173797	1276931
2396	173872	1276874
2397	173945	1276810
2398	174020	1276751
2399	174089	1276658
2400	174160	1276574
2401	174233	1276500
2402	174302	1276403
2403	174373	1276322
2404	174445	1276246
2405	174514	1276147
2406	174582	1276043
2407	174653	1275955
2408	174725	1275878
2409	174796	1275797
2410	174865	1275700
2411	174937	1275620
2412	175014	1275580
2413	175086	1275505
2414	175158	1275430
2415	175228	1275336
2416	175301	1275272
2417	175373	1275191
2418	175443	1275102
2419	175515	1275026
2420	175584	1274929
2421	175654	1274839
2422	175724	1274746
2423	175793	1274649
2424	175861	1274544
2425	175932	1274457
2426	176002	1274371
2427	176078	1274318
2428	176152	1274258
2429	176226	1274194
2430	176295	1274098
2431	176365	1274008
2432	176435	1273915
2433	176503	1273816
2434	176575	1273738
2435	176645	1273647
2436	176717	1273566
2437	176788	1273488
2438	176859	1273402
2439	176930	1273315
2440	176999	1273223
2441	177071	1273144
2442	177142	1273060
2443	177211	1272962
2444	177281	1272874
2445	177364	1272873
2446	177437	1272811
2447	177512	1272752
2448	177584	1272678
2449	177655	1272591
2450	177728	1272522
2451	177798	1272435
2452	177868	1272342
2453	177942	1272279
2454	178010	1272179
2455	178089	1272153
2456	178160	1272064
2457	178228	1271965
2458	178300	1271889
2459	178370	1271793
2460	178439	1271700
2461	178516	1271660
2462	178589	1271589
2463	178663	1271527
2464	178738	1271470
2465	178816	1271437
2466	178883	1271330
2467	178957	1271265
2468	179030	1271195
2469	179099	1271096
2470	179171	1271021
2471	179247	1270975
2472	179318	1270890
2473	179386	1270787
2474	179458	1270709
2475	179527	1270615
2476	179601	1270551
2477	179676	1270497
2478	179749	1270424
2479	179819	1270337
2480	179893	1270276
2481	179970	1270235
2482	180041	1270153
2483	180115	1270087
2484	180188	1270019
2485	180259	1269939
2486	180329	1269849
2487	180402	1269780
2488	180474	1269702
2489	180545	1269619
2490	180616	1269537
2491	180691	1269477
2492	180764	1269414
2493	180844	1269390
2494	180916	1269318
2495	180989	1269248
2496	181058	1269150
2497	181131	1269077
2498	181204	1269011
2499	181272	1268908
2500	181344	1268828
2501	181416	1268753
2502	181485	1268659
2503	181556	1268572
2504	181625	1268476
2505	181695	1268388
2506	181770	1268335
2507	181842	1268259
2508	181913	1268171
2509	181986	1268103
2510	182056	1268017
2511	182125	1267915
2512	182196	1267836
2513	182266	1267742
2514	182341	1267691
2515	182410	1267596
2516	182483	1267521
2517	182555	1267447
2518	182632	1267403
2519	182706	1267342
2520	182781	1267292
2521	182853	1267215
2522	182921	1267108
2523	182989	1267009
2524	183055	1266889
2525	183125	1266801
2526	183197	1266722
2527	183272	1266664
2528	183341	1266572
2529	183412	1266490
2530	183480	1266387
2531	183552	1266312
2532	183620	1266205
2533	183687	1266094
2534	183756	1265998
2535	183827	1265918
2536	183897	1265825
2537	183964	1265718
2538	184033	1265622
2539	184103	1265531
2540	184171	1265426
2541	184244	1265356
2542	184317	1265291
2543	184389	1265213
2544	184471	1265209
2545	184547	1265158
2546	184623	1265107
2547	184698	1265056
2548	184775	1265013
2549	184850	1264954
2550	184916	1264842
2551	184985	1264741
2552	185052	1264636
2553	185121	1264539
2554	185192	1264457
2555	185261	1264357
2556	185329	1264257
2557	185394	1264133
2558	185468	1264070
2559	185541	1264004
2560	185613	1263925
2561	185681	1263822
2562	185750	1263725
2563	185818	1263623
2564	185890	1263546
2565	185957	1263435
2566	186025	1263337
2567	186092	1263226
2568	186160	1263125
2569	186230	1263032
2570	186301	1262952
2571	186369	1262846
2572	186434	1262723
2573	186504	1262635
2574	186572	1262534
2575	186646	1262471
2576	186721	1262414
2577	186799	1262383
2578	186870	1262296
2579	186942	1262226
2580	187016	1262163
2581	187085	1262063
2582	187153	1261965
2583	187225	1261887
2584	187295	1261800
2585	187369	1261736
2586	187434	1261617
2587	187504	1261522
2588	187570	1261412
2589	187637	1261300
2590	187702	1261176
2591	187773	1261094
2592	187844	1261016
2593	187915	1260929
2594	187984	1260838
2595	188052	1260737
2596	188120	1260634
2597	188187	1260524
2598	188257	1260434
2599	188327	1260347
2600	188400	1260273
2601	188469	1260182
2602	188537	1260079
2603	188606	1259987
2604	188677	1259899
2605	188744	1259791
2606	188817	1259724
2607	188886	1259627
2608	188960	1259567
2609	189033	1259500
2610	189103	1259410
2611	189171	1259311
2612	189239	1259209
2613	189305	1259094
2614	189379	1259032
2615	189449	1258942
2616	189515	1258829
2617	189581	1258711
2618	189650	1258614
2619	189716	1258500
2620	189784	1258396
2621	189851	1258290
2622	189917	1258175
2623	189983	1258061
2624	190053	1257971
2625	190122	1257875
2626	190193	1257799
2627	190264	1257718
2628	190333	1257621
2629	190404	1257539
2630	190472	1257434
2631	190541	1257343
2632	190609	1257243
2633	190677	1257140
2634	190746	1257044
2635	190820	1256986
2636	190895	1256928
2637	190963	1256825
2638	191031	1256723
2639	191097	1256607
2640	191166	1256515
2641	191233	1256408
2642	191304	1256324
2643	191375	1256246
2644	191451	1256196
2645	191517	1256084
2646	191587	1255995
2647	191656	1255898
2648	191725	1255803
2649	191791	1255688
2650	191858	1255580
2651	191926	1255483
2652	191994	1255379
2653	192058	1255257
2654	192126	1255155
2655	192193	1255048
2656	192268	1254988
2657	192339	1254913
2658	192407	1254806
2659	192478	1254729
2660	192547	1254634
2661	192618	1254550
2662	192689	1254469
2663	192755	1254360
2664	192821	1254244
2665	192888	1254135
2666	192955	1254029
2667	193022	1253923
2668	193091	1253829
2669	193159	1253728
2670	193228	1253635
2671	193295	1253529
2672	193362	1253417
2673	193430	1253317
2674	193499	1253228
2675	193574	1253171
2676	193645	1253092
2677	193717	1253014
2678	193786	1252918
2679	193855	1252828
2680	193922	1252719
2681	193986	1252597
2682	194051	1252477
2683	194119	1252373
2684	194187	1252273
2685	194254	1252169
2686	194320	1252053
2687	194386	1251940
2688	194452	1251830
2689	194521	1251733
2690	194594	1251664
2691	194661	1251560
2692	194733	1251486
2693	194806	1251415
2694	194876	1251328
2695	194943	1251227
2696	195011	1251124
2697	195079	1251022
2698	195149	1250937
2699	195216	1250832
2700	195284	1250734
2701	195353	1250635
2702	195420	1250533
2703	195486	1250417
2704	195553	1250315
2705	195621	1250211
2706	195686	1250091
2707	195752	1249983
2708	195821	1249889
2709	195886	1249767
2710	195956	1249681
2711	196029	1249614
2712	196099	1249532
2713	196182	1249523
2714	196249	1249416
2715	196315	1249303
2716	196387	1249230
2717	196455	1249132
2718	196522	1249028
2719	196597	1248974
2720	196667	1248883
2721	196735	1248787
2722	196802	1248682
2723	196869	1248573
2724	196937	1248476
2725	197004	1248372
2726	197072	1248269
2727	197142	1248181
2728	197211	1248090
2729	197281	1248005
2730	197354	1247936
2731	197430	1247889
2732	197503	1247821
2733	197575	1247745
2734	197648	1247676
2735	197725	1247638
2736	197800	1247583
2737	197873	1247512
2738	197946	1247446
2739	198013	1247343
2740	198082	1247250
2741	198150	1247151
2742	198220	1247059
2743	198289	1246971
2744	198363	1246909
2745	198438	1246853
2746	198509	1246774
2747	198580	1246690
2748	198649	1246597
2749	198722	1246530
2750	198794	1246455
2751	198863	1246366
2752	198935	1246294
2753	199006	1246211
2754	199077	1246134
2755	199149	1246060
2756	199218	1245966
2757	199288	1245880
2758	199358	1245794
2759	199428	1245706
2760	199503	1245649
2761	199575	1245579
2762	199647	1245502
2763	199721	1245444
2764	199789	1245342
2765	199861	1245266
2766	199931	1245179
2767	199997	1245070
2768	200073	1245024
2769	200140	1244916
2770	200206	1244808
2771	200276	1244716
2772	200344	1244621
2773	200409	1244503
2774	200479	1244418
2775	200547	1244320
2776	200616	1244223
2777	200688	1244151
2778	200755	1244051
2779	200826	1243971
2780	200898	1243892
2781	200968	1243806
2782	201038	1243719
2783	201105	1243616
2784	201173	1243516
2785	201241	1243422
2786	201308	1243315
2787	201377	1243226
2788	201448	1243142
2789	201514	1243033
2790	201579	1242919
2791	201644	1242802
2792	201715	1242721
2793	201785	1242636
2794	201855	1242545
2795	201923	1242449
2796	201995	1242374
2797	202064	1242287
2798	202131	1242179
2799	202198	1242073
2800	202267	1241985
2801	202337	1241899
2802	202407	1241810
2803	202471	1241689
2804	202540	1241595
2805	202607	1241497
2806	202674	1241388
2807	202741	1241284
2808	202810	1241191
2809	202878	1241095
2810	202949	1241017
2811	203021	1240942
2812	203088	1240838
2813	203157	1240745
2814	203226	1240656
2815	203296	1240572
2816	203365	1240478
2817	203435	1240396
2818	203500	1240277
2819	203571	1240196
2820	203638	1240093
2821	203704	1239984
2822	203775	1239905
2823	203843	1239806
2824	203911	1239710
2825	203981	1239621
2826	204049	1239527
2827	204119	1239442
2828	204190	1239362
2829	204262	1239291
2830	204336	1239224
2831	204409	1239161
2832	204477	1239060
2833	204541	1238939
2834	204609	1238841
2835	204676	1238739
2836	204743	1238639
2837	204813	1238551
2838	204881	1238455
2839	204947	1238343
2840	205015	1238248
2841	205082	1238141
2842	205151	1238050
2843	205218	1237950
2844	205293	1237895
2845	205362	1237804
2846	205434	1237727
2847	205503	1237641
2848	205582	1237609
2849	205648	1237501
2850	205717	1237410
2851	205787	1237322
2852	205856	1237230
2853	205922	1237124
2854	205987	1237007
2855	206057	1236920
2856	206123	1236810
2857	206193	1236726
2858	206261	1236633
2859	206329	1236531
2860	206399	1236449
2861	206472	1236383
2862	206542	1236298
2863	206612	1236214
2864	206678	1236102
2865	206757	1236072
2866	206828	1235994
2867	206894	1235886
2868	206963	1235791
2869	207029	1235682
2870	207094	1235572
2871	207160	1235463
2872	207227	1235358
2873	207295	1235263
2874	207362	1235158
2875	207428	1235048
2876	207493	1234937
2877	207559	1234829
2878	207630	1234746
2879	207698	1234649
2880	207769	1234576
2881	207836	1234473
2882	207906	1234385
2883	207974	1234287
2884	208041	1234185
2885	208105	1234069
2886	208183	1234031
2887	208250	1233925
2888	208318	1233830
2889	208386	1233732
2890	208452	1233628
2891	208519	1233524
