iter	MAE
989	1.913581246
990	1.913412406
991	1.913229079
992	1.912991589
993	1.912889479
994	1.912664186
995	1.912581933
996	1.912326694
997	1.912162785
998	1.911991953
999	1.911886377
1000	1.911673997
1001	1.911431762
1002	1.911356908
1003	1.911091927
1004	1.911001954
1005	1.910728994
1006	1.910675436
1007	1.910599275
1008	1.910450577
1009	1.91036063
1010	1.910153481
1011	1.909899724
1012	1.909784129
1013	1.909703982
1014	1.909420336
1015	1.909258104
1016	1.909025966
1017	1.908868195
1018	1.908667281
1019	1.908421346
1020	1.908156331
1021	1.908004842
1022	1.907856374
1023	1.907623351
1024	1.907554992
1025	1.907365095
1026	1.907113931
1027	1.907058125
1028	1.906715598
1029	1.906574716
1030	1.906418537
1031	1.90620687
1032	1.905977914
1033	1.905891237
1034	1.905722588
1035	1.905332541
1036	1.90512694
1037	1.904962076
1038	1.904747706
1039	1.904606433
1040	1.904462515
1041	1.904362747
1042	1.904278871
1043	1.904180973
1044	1.90411251
1045	1.903979057
1046	1.903742636
1047	1.903593017
1048	1.903449675
1049	1.90329645
1050	1.90320738
1051	1.903092888
1052	1.902860953
1053	1.902600155
1054	1.902420903
1055	1.902251584
1056	1.902107856
1057	1.901996681
1058	1.901774388
1059	1.901555512
1060	1.901387472
1061	1.901166476
1062	1.901031751
1063	1.90084504
1064	1.900630078
1065	1.900472452
1066	1.900224736
1067	1.900079311
1068	1.899816488
1069	1.899566708
1070	1.899510183
1071	1.899197885
1072	1.899047346
1073	1.898895275
1074	1.89880943
1075	1.898739755
1076	1.898456219
1077	1.898261954
1078	1.8981566
1079	1.897829245
1080	1.897680344
1081	1.897581438
1082	1.897419831
1083	1.897194286
1084	1.897010501
1085	1.896914058
1086	1.89676938
1087	1.896717171
1088	1.896610037
1089	1.896500269
1090	1.896367553
1091	1.896254252
1092	1.896132131
1093	1.895992249
1094	1.895879176
1095	1.895744373
1096	1.895595854
1097	1.89545201
1098	1.895336392
1099	1.895172796
1100	1.894983772
1101	1.894820434
1102	1.894760952
1103	1.894638675
1104	1.89448728
1105	1.894415807
1106	1.894297929
1107	1.893994508
1108	1.893773025
1109	1.893675027
1110	1.893461823
1111	1.893311192
1112	1.89310508
1113	1.892971112
1114	1.892911295
1115	1.892774009
1116	1.892511805
1117	1.892357955
1118	1.892211332
1119	1.892075217
1120	1.891878068
1121	1.891686678
1122	1.891547919
1123	1.891408593
1124	1.891133181
1125	1.891017792
1126	1.890788322
1127	1.890739677
1128	1.890607537
1129	1.890268581
1130	1.890122309
1131	1.890004448
1132	1.889779276
1133	1.889668552
1134	1.889601137
1135	1.889455451
1136	1.889335697
1137	1.889151623
1138	1.889065145
1139	1.888999451
1140	1.888890151
1141	1.888634123
1142	1.888468008
1143	1.88819326
1144	1.888154506
1145	1.88804154
1146	1.88790318
1147	1.887748888
1148	1.887622458
1149	1.887479765
1150	1.887297362
1151	1.887107
1152	1.886930475
1153	1.886629176
1154	1.886409642
1155	1.886241464
1156	1.885918577
1157	1.88581363
1158	1.885621639
1159	1.885514694
1160	1.885353648
1161	1.885275914
1162	1.885103641
1163	1.884996674
1164	1.88475284
1165	1.884631458
1166	1.88442047
1167	1.884096966
1168	1.884039885
1169	1.883979166
1170	1.883855196
1171	1.883681041
1172	1.883495086
1173	1.88336292
1174	1.883251067
1175	1.882990816
1176	1.882845789
1177	1.882782757
1178	1.882580268
1179	1.882310587
1180	1.882165175
1181	1.882052525
1182	1.881945322
1183	1.881774137
1184	1.881649295
1185	1.88157636
1186	1.88150769
1187	1.881397186
1188	1.881200476
1189	1.881003426
1190	1.880857202
1191	1.880729172
1192	1.88059306
1193	1.880493827
1194	1.880362385
1195	1.880142796
1196	1.880045301
1197	1.880001663
1198	1.879863562
1199	1.879734391
1200	1.879634475
1201	1.879545234
1202	1.879354825
1203	1.879241267
1204	1.879111498
1205	1.878972031
1206	1.878751496
1207	1.878612072
1208	1.878556969
1209	1.878349931
1210	1.878254831
1211	1.878115326
1212	1.878081992
1213	1.877951752
1214	1.877803881
1215	1.877653097
1216	1.87752127
1217	1.877242116
1218	1.877046782
1219	1.876905981
1220	1.876647911
1221	1.876602435
1222	1.876530556
1223	1.876409308
1224	1.876290369
1225	1.876124127
1226	1.875959684
1227	1.875726531
1228	1.875645935
1229	1.875417624
1230	1.875277897
1231	1.875203755
1232	1.875130891
1233	1.874971581
1234	1.874845096
1235	1.874606524
1236	1.874373906
1237	1.874259843
1238	1.874202147
1239	1.874014317
1240	1.873871622
1241	1.873713616
1242	1.873578554
1243	1.87344918
1244	1.8733382
1245	1.873275423
1246	1.873207709
1247	1.872968505
1248	1.8729181
1249	1.872733089
1250	1.872577471
1251	1.872423375
1252	1.872291258
1253	1.872177504
1254	1.872078885
1255	1.871977101
1256	1.871907447
1257	1.871748567
1258	1.871684091
1259	1.871593034
1260	1.871438528
1261	1.87137964
1262	1.871202143
1263	1.871142641
1264	1.870875735
1265	1.870845272
1266	1.870703973
1267	1.870553453
1268	1.870465781
1269	1.870314449
1270	1.87021153
1271	1.870120309
1272	1.869960319
1273	1.869806669
1274	1.869632165
1275	1.869500745
1276	1.869344254
1277	1.869262335
1278	1.869122279
1279	1.869049734
1280	1.868899607
1281	1.868851176
1282	1.868750993
1283	1.868641127
1284	1.868580979
1285	1.868401179
1286	1.868263648
1287	1.86819522
1288	1.867943207
1289	1.867834915
1290	1.867745265
1291	1.867692523
1292	1.867637117
1293	1.867405713
1294	1.867273832
1295	1.867224316
1296	1.867055705
1297	1.866960932
1298	1.866847267
1299	1.866726745
1300	1.866474607
1301	1.866360995
1302	1.866284444
1303	1.866215079
1304	1.866156726
1305	1.865995702
1306	1.865839224
1307	1.8656948
1308	1.865603566
1309	1.865462277
1310	1.86537587
1311	1.86520969
1312	1.865046412
1313	1.865004418
1314	1.864921722
1315	1.864701125
1316	1.864445467
1317	1.864405008
1318	1.86436584
1319	1.86429745
1320	1.864260671
1321	1.864073997
1322	1.863895038
1323	1.863812075
1324	1.863604378
1325	1.863409724
1326	1.863312699
1327	1.86317459
1328	1.863086451
1329	1.863032287
1330	1.862911536
1331	1.862736599
1332	1.862664615
1333	1.862595829
1334	1.862431943
1335	1.862325931
1336	1.862250213
1337	1.862163688
1338	1.861940674
1339	1.861855694
1340	1.86169172
1341	1.861542802
1342	1.861419076
1343	1.861364424
1344	1.861253869
1345	1.86111574
1346	1.860988376
1347	1.860820987
1348	1.86073866
1349	1.860643093
1350	1.86045104
1351	1.860365486
1352	1.860217984
1353	1.859991797
1354	1.859913966
1355	1.859714197
1356	1.859504679
1357	1.859219476
1358	1.859013721
1359	1.858881276
1360	1.858740989
1361	1.85863573
1362	1.858515397
1363	1.85842996
1364	1.858246074
1365	1.858204017
1366	1.85813065
1367	1.858061637
1368	1.857961153
1369	1.857789546
1370	1.85754079
1371	1.857443843
1372	1.857342679
1373	1.857259324
1374	1.857152824
1375	1.857080507
1376	1.856981697
1377	1.856850055
1378	1.856676901
1379	1.856569747
1380	1.856446856
1381	1.85628846
1382	1.856234071
1383	1.856080266
1384	1.855912887
1385	1.855760857
1386	1.855595559
1387	1.855500208
1388	1.855452279
1389	1.855185474
1390	1.855041573
1391	1.854988534
1392	1.854731098
1393	1.854622693
1394	1.854551116
1395	1.854489701
1396	1.854400175
1397	1.854234269
1398	1.854215516
1399	1.854096231
1400	1.853893469
1401	1.853845293
1402	1.853635777
1403	1.853481009
1404	1.85338603
1405	1.853242703
1406	1.853116222
1407	1.853061364
1408	1.852973261
1409	1.852800174
1410	1.852745102
1411	1.852554843
1412	1.852462901
1413	1.85227198
1414	1.852165547
1415	1.851962228
1416	1.851778658
1417	1.851557645
1418	1.851455254
1419	1.85122488
1420	1.850953263
1421	1.850840968
1422	1.850731288
1423	1.850524023
1424	1.850436151
1425	1.850135723
1426	1.849970902
1427	1.849898211
1428	1.849677986
1429	1.849478294
1430	1.849278345
1431	1.849146852
1432	1.849060832
1433	1.848994512
1434	1.848947914
1435	1.848733657
1436	1.84860788
1437	1.848441537
1438	1.848350949
1439	1.848242428
1440	1.848152971
1441	1.84803107
1442	1.847859019
1443	1.847696459
1444	1.847547296
1445	1.847369091
1446	1.847340637
1447	1.847310861
1448	1.847179376
1449	1.847096148
1450	1.847024951
1451	1.846851832
1452	1.846676822
1453	1.846564222
1454	1.846486681
1455	1.846402468
1456	1.846255129
1457	1.846067674
1458	1.845935001
1459	1.845836004
1460	1.845769359
1461	1.845613137
1462	1.845501109
1463	1.845429424
1464	1.845259107
1465	1.845164649
1466	1.845062519
1467	1.844992051
1468	1.84488427
1469	1.844803199
1470	1.844735862
1471	1.84467585
1472	1.844623879
1473	1.844430849
1474	1.84428584
1475	1.844186957
1476	1.843954009
1477	1.843740902
1478	1.843651476
1479	1.843464634
1480	1.843268852
1481	1.843170846
1482	1.84305275
1483	1.842816442
1484	1.842643301
1485	1.842492713
1486	1.842358482
1487	1.842197574
1488	1.841908229
1489	1.841712541
1490	1.841546749
1491	1.841484603
1492	1.841417923
1493	1.841331291
1494	1.841226911
1495	1.841103514
1496	1.840953952
1497	1.840829747
1498	1.84076419
1499	1.840704169
1500	1.840551037
1501	1.840457125
1502	1.840397303
1503	1.840228107
1504	1.840055466
1505	1.839971273
1506	1.839860557
1507	1.839692586
1508	1.839601655
1509	1.839502524
1510	1.839316962
1511	1.839196117
1512	1.839020724
1513	1.838955615
1514	1.838880236
1515	1.838794902
1516	1.838655742
1517	1.83842498
1518	1.838226162
1519	1.838076022
1520	1.837960029
1521	1.837847724
1522	1.837812996
1523	1.837618942
1524	1.83757541
1525	1.8374131
1526	1.837214931
1527	1.83715041
1528	1.836870486
1529	1.836706042
1530	1.836532391
1531	1.836301313
1532	1.836187761
1533	1.836009267
1534	1.835929753
1535	1.835845116
1536	1.835803467
1537	1.835692468
1538	1.835640678
1539	1.835496836
1540	1.835429674
1541	1.835393876
1542	1.835239034
1543	1.835065233
1544	1.835021331
1545	1.834900652
1546	1.834821589
1547	1.834641463
1548	1.834498804
1549	1.834448859
1550	1.834242378
1551	1.833907782
1552	1.833747535
1553	1.83361008
1554	1.833507507
1555	1.83335878
1556	1.833174957
1557	1.833113454
1558	1.833006187
1559	1.832854354
1560	1.832696011
1561	1.832501055
1562	1.832277409
1563	1.832237544
1564	1.832068515
1565	1.8317796
1566	1.831713903
1567	1.831458124
1568	1.83125701
1569	1.831112836
1570	1.831090096
1571	1.831062187
1572	1.831019234
1573	1.830885628
1574	1.830771228
1575	1.830546801
1576	1.830463403
1577	1.830185016
1578	1.829956691
1579	1.829778034
1580	1.829633807
1581	1.829456233
1582	1.829382977
1583	1.829302629
1584	1.829195241
1585	1.829003166
1586	1.828784139
1587	1.828717954
1588	1.828648022
1589	1.82855889
1590	1.828473253
1591	1.828274345
1592	1.828115346
1593	1.8279312
1594	1.827766438
1595	1.827566108
1596	1.827454753
1597	1.827399663
1598	1.827280934
1599	1.827163504
1600	1.826917083
1601	1.826730429
1602	1.826588452
1603	1.826436042
1604	1.826305495
1605	1.826186477
1606	1.826017126
1607	1.825930773
1608	1.825840273
1609	1.825746562
1610	1.825574808
1611	1.825465895
1612	1.825334947
1613	1.825113004
1614	1.825028062
1615	1.824883451
1616	1.824811611
1617	1.824762431
1618	1.824588968
1619	1.824369196
1620	1.824162515
1621	1.824054006
1622	1.823901676
1623	1.823712921
1624	1.823629861
1625	1.823557164
1626	1.823388587
1627	1.823237395
1628	1.823205615
1629	1.823105462
1630	1.822974237
1631	1.822863018
1632	1.822689856
1633	1.822636067
1634	1.822513564
1635	1.822471717
1636	1.822376657
1637	1.822321507
1638	1.822212293
1639	1.821897927
1640	1.821627245
1641	1.82144784
1642	1.821416921
1643	1.821188976
1644	1.82096583
1645	1.820926673
1646	1.820833818
1647	1.820731931
1648	1.82069289
1649	1.820505082
1650	1.820375892
1651	1.820184534
1652	1.820132419
1653	1.820033803
1654	1.819949278
1655	1.819799911
1656	1.819512652
1657	1.819445632
1658	1.819302121
1659	1.819166398
1660	1.819102541
1661	1.819061506
1662	1.818995445
1663	1.818803102
1664	1.818749935
