iter	MAE
1665	1.818563818
1666	1.818519397
1667	1.818201867
1668	1.818041632
1669	1.817890925
1670	1.817732405
1671	1.817648461
1672	1.817488048
1673	1.817371866
1674	1.817296356
1675	1.81721943
1676	1.817058624
1677	1.816936669
1678	1.816803275
1679	1.816587629
1680	1.816390117
1681	1.81629811
1682	1.816046622
1683	1.815974976
1684	1.815803433
1685	1.815753071
1686	1.815649493
1687	1.815487993
1688	1.81537521
1689	1.815175609
1690	1.815108434
1691	1.815076697
1692	1.814910067
1693	1.8148428
1694	1.8147769
1695	1.814650751
1696	1.814382341
1697	1.814334866
1698	1.814233969
1699	1.814041274
1700	1.81385283
1701	1.813752111
1702	1.813707499
1703	1.813622104
1704	1.813412003
1705	1.813355924
1706	1.813182797
1707	1.81304203
1708	1.812944919
1709	1.812824225
1710	1.812661137
1711	1.812542072
1712	1.812375988
1713	1.812206493
1714	1.811942526
1715	1.811768184
1716	1.81160003
1717	1.81148587
1718	1.811340742
1719	1.811209451
1720	1.811105538
1721	1.811017542
1722	1.810821897
1723	1.810735263
1724	1.8105293
1725	1.810426715
1726	1.810386094
1727	1.810332129
1728	1.810208991
1729	1.810003386
1730	1.809870777
1731	1.809770989
1732	1.809665972
1733	1.809485997
1734	1.809367434
1735	1.809230446
1736	1.809189846
1737	1.809095358
1738	1.809018641
1739	1.808869944
1740	1.808669096
1741	1.808515144
1742	1.808479755
1743	1.808441833
1744	1.808364097
1745	1.808272523
1746	1.808150997
1747	1.808004879
1748	1.807833116
1749	1.807708795
1750	1.807617195
1751	1.807519068
1752	1.807419713
1753	1.807322305
1754	1.807209639
1755	1.807031494
1756	1.806905138
1757	1.806879045
1758	1.806706222
1759	1.80664747
1760	1.806561919
1761	1.80644972
1762	1.806345682
1763	1.806311552
1764	1.80614905
1765	1.805957613
1766	1.805838854
1767	1.805740699
1768	1.805619401
1769	1.805457286
1770	1.805219605
1771	1.805184166
1772	1.804971885
1773	1.804880459
1774	1.804671273
1775	1.804644442
1776	1.804453046
1777	1.80439062
1778	1.804303236
1779	1.804116841
1780	1.803997896
1781	1.803838799
1782	1.803686869
1783	1.803657447
1784	1.803617255
1785	1.803544838
1786	1.803506826
1787	1.803327877
1788	1.80327917
1789	1.803165051
1790	1.803025861
1791	1.802869732
1792	1.802805385
1793	1.802700738
1794	1.802470537
1795	1.802418525
1796	1.802311386
1797	1.802224087
1798	1.802013642
1799	1.801873318
1800	1.801807222
1801	1.801714807
1802	1.801619762
1803	1.801516555
1804	1.80137385
1805	1.801307551
1806	1.801176946
1807	1.801023223
1808	1.800960712
1809	1.800926733
1810	1.800811025
1811	1.800651399
1812	1.800572991
1813	1.80046181
1814	1.800409022
1815	1.800371495
1816	1.800307193
1817	1.800258978
1818	1.800161377
1819	1.800060741
1820	1.799929144
1821	1.799858199
1822	1.799779709
1823	1.799622903
1824	1.799515645
1825	1.799450621
1826	1.799395014
1827	1.799151744
1828	1.799098377
1829	1.799017376
1830	1.798992068
1831	1.798880834
1832	1.798793856
1833	1.798676256
1834	1.798634371
1835	1.798502155
1836	1.798388894
1837	1.798316239
1838	1.798299026
1839	1.798200926
1840	1.798098109
1841	1.798034914
1842	1.797986043
1843	1.797899788
1844	1.7977691
1845	1.797664372
1846	1.797543784
1847	1.797395741
1848	1.797292063
1849	1.797184631
1850	1.797085395
1851	1.796979426
1852	1.79683279
1853	1.796778465
1854	1.796696291
1855	1.796577613
1856	1.796496461
1857	1.7964569
1858	1.796374301
1859	1.796249047
1860	1.796195351
1861	1.796094338
1862	1.796053364
1863	1.796029561
1864	1.79593597
1865	1.795797806
1866	1.795558954
1867	1.795462665
1868	1.795405701
1869	1.795359253
1870	1.795156712
1871	1.795052051
1872	1.794973401
1873	1.794901466
1874	1.794774451
1875	1.794694043
1876	1.794550342
1877	1.794483765
1878	1.79443428
1879	1.794376318
1880	1.794319576
1881	1.794266951
1882	1.79411664
1883	1.793970393
1884	1.79386236
1885	1.793732544
1886	1.793589885
1887	1.79353449
1888	1.793350936
1889	1.793237636
1890	1.793044792
1891	1.792988196
1892	1.792885028
1893	1.792853914
1894	1.792766432
1895	1.792720601
1896	1.792645696
1897	1.792475713
1898	1.792387771
1899	1.792335711
1900	1.792118584
1901	1.792012601
1902	1.791876698
1903	1.791777812
1904	1.791637261
1905	1.791572092
1906	1.791484446
1907	1.791297876
1908	1.791114265
1909	1.791014571
1910	1.790839727
1911	1.790773262
1912	1.790629356
1913	1.790463029
1914	1.790421611
1915	1.79026763
1916	1.790122911
1917	1.790012843
1918	1.789910124
1919	1.789835498
1920	1.789768308
1921	1.78959022
1922	1.789493359
1923	1.789438792
1924	1.789299367
1925	1.789247033
1926	1.789147083
1927	1.789103657
1928	1.78901887
1929	1.788914578
1930	1.788859607
1931	1.788620238
1932	1.788564101
1933	1.788382999
1934	1.788309628
1935	1.788125395
1936	1.788049124
1937	1.787908947
1938	1.787708608
1939	1.787661832
1940	1.787509661
1941	1.787329242
1942	1.787170588
1943	1.787013477
1944	1.786918431
1945	1.786764099
1946	1.786639813
1947	1.786526729
1948	1.786491872
1949	1.786442889
1950	1.786422532
1951	1.786263031
1952	1.786207852
1953	1.786105456
1954	1.786015118
1955	1.785968031
1956	1.785930543
1957	1.785868566
1958	1.785826974
1959	1.785760027
1960	1.785635812
1961	1.785584419
1962	1.785448014
1963	1.78539445
1964	1.785056185
1965	1.784974044
1966	1.78477745
1967	1.784708025
1968	1.784612264
1969	1.784516013
1970	1.784411672
1971	1.784297376
1972	1.784145875
1973	1.784024511
1974	1.783891446
1975	1.783695771
1976	1.783529603
1977	1.783443686
1978	1.783371989
1979	1.783289426
1980	1.783178148
1981	1.783086035
1982	1.782902345
1983	1.782797595
1984	1.782742203
1985	1.78266399
1986	1.782582757
1987	1.782491522
1988	1.78245254
1989	1.782336918
1990	1.782295119
1991	1.782232967
1992	1.782195321
1993	1.782056859
1994	1.782015663
1995	1.78181283
1996	1.781780253
1997	1.781692732
1998	1.781637542
1999	1.781530828
2000	1.781472512
2001	1.781389972
2002	1.781268062
2003	1.781179964
2004	1.781105437
2005	1.781082194
2006	1.78092864
2007	1.780806694
2008	1.78074146
2009	1.78063634
2010	1.780533294
2011	1.780458087
2012	1.780396713
2013	1.780214301
2014	1.780105011
2015	1.780056101
2016	1.77993967
2017	1.779873017
2018	1.779664593
2019	1.779607868
2020	1.779557717
2021	1.779463855
2022	1.779362544
2023	1.779346216
2024	1.779255219
2025	1.779104086
2026	1.778972606
2027	1.77889482
2028	1.77883781
2029	1.778727707
2030	1.778558134
2031	1.77832766
2032	1.778238289
2033	1.778152398
2034	1.778072799
2035	1.777962907
2036	1.777895911
2037	1.777745937
2038	1.777636212
2039	1.777452984
2040	1.777381394
2041	1.777269023
2042	1.777228487
2043	1.777037984
2044	1.776861946
2045	1.776683958
2046	1.776637187
2047	1.776542575
2048	1.77646128
2049	1.776403844
2050	1.776122425
2051	1.776040407
2052	1.775880645
2053	1.775848228
2054	1.775747719
2055	1.775652812
2056	1.775506733
2057	1.775373127
2058	1.775264271
2059	1.775210756
2060	1.775067767
2061	1.775000104
2062	1.774943829
2063	1.774868606
2064	1.774779014
2065	1.774715642
2066	1.774602343
2067	1.774515086
2068	1.774403335
2069	1.774192456
2070	1.774137841
2071	1.773923567
2072	1.773884844
2073	1.773795681
2074	1.773560456
2075	1.773440399
2076	1.773400951
2077	1.773303911
2078	1.773237577
2079	1.773124197
2080	1.77298815
2081	1.77279512
2082	1.772741688
2083	1.772578412
2084	1.772479787
2085	1.772380832
2086	1.772272505
2087	1.772167763
2088	1.771986634
2089	1.77177335
2090	1.771710644
2091	1.771607502
2092	1.771578179
2093	1.7715203
2094	1.771472694
2095	1.771417379
2096	1.771284786
2097	1.771184231
2098	1.771108302
2099	1.771055722
2100	1.770882642
2101	1.770729801
2102	1.770671637
2103	1.770565096
2104	1.770490006
2105	1.770436584
2106	1.77034241
2107	1.770243999
2108	1.770220585
2109	1.770106238
2110	1.769983728
2111	1.769869462
2112	1.769697061
2113	1.769612812
2114	1.769425432
2115	1.769343528
2116	1.769263904
2117	1.769135627
2118	1.769073642
2119	1.769008184
2120	1.768977988
2121	1.768952568
2122	1.768831031
2123	1.76879544
2124	1.768721555
2125	1.768665945
2126	1.768588075
2127	1.768481066
2128	1.768214842
2129	1.76809596
2130	1.768005619
2131	1.767922198
2132	1.7678166
2133	1.767719737
2134	1.76767288
2135	1.767590392
2136	1.767499467
2137	1.767412755
2138	1.76729918
2139	1.767241798
2140	1.767166939
2141	1.767133145
2142	1.767104454
2143	1.767039842
2144	1.766857982
2145	1.766813385
2146	1.766709501
2147	1.7666406
2148	1.766517613
2149	1.766374785
2150	1.766307957
2151	1.766196139
2152	1.766083169
2153	1.765965289
2154	1.765822589
2155	1.765695939
2156	1.765601523
2157	1.765476603
2158	1.765406549
2159	1.765316396
2160	1.765230188
2161	1.765171378
2162	1.765134706
2163	1.765072352
2164	1.76502108
2165	1.764937421
2166	1.764804746
2167	1.764666518
2168	1.764589534
2169	1.764561589
2170	1.764485398
2171	1.764388973
2172	1.764264365
2173	1.764130797
2174	1.763965208
2175	1.763921542
2176	1.763838662
2177	1.76373641
2178	1.763604235
2179	1.763514556
2180	1.763351318
2181	1.763080945
2182	1.762981971
2183	1.762847732
2184	1.762775385
2185	1.762755847
2186	1.762621396
2187	1.762518713
2188	1.762459644
2189	1.762416874
2190	1.762251774
2191	1.762235261
2192	1.762156264
2193	1.762064643
2194	1.761966974
2195	1.761889533
2196	1.761634526
2197	1.761440994
2198	1.761329524
2199	1.761131966
2200	1.761076334
2201	1.761032039
2202	1.760913779
2203	1.760810863
2204	1.760763178
2205	1.760626482
2206	1.760504483
2207	1.760339867
2208	1.760223261
2209	1.760128033
2210	1.760080193
2211	1.759939666
2212	1.759813229
2213	1.759679764
2214	1.759571034
2215	1.759535857
2216	1.759382225
2217	1.759219049
2218	1.759140857
2219	1.759034563
2220	1.758917086
2221	1.758838453
2222	1.758768536
2223	1.758644419
2224	1.758554945
2225	1.758459497
2226	1.75838137
2227	1.758296766
2228	1.757995209
2229	1.757879376
2230	1.757799507
2231	1.757654896
2232	1.757500269
2233	1.757417817
2234	1.757214919
2235	1.757194703
2236	1.757114136
2237	1.757016897
2238	1.756842706
2239	1.756699001
2240	1.756638017
2241	1.756566345
2242	1.756435788
2243	1.756361776
2244	1.756310795
2245	1.756248042
2246	1.756174122
2247	1.756080574
2248	1.756027731
2249	1.755961185
2250	1.755873316
2251	1.755730934
2252	1.755653465
2253	1.755576075
2254	1.755482903
2255	1.755438379
2256	1.755363039
2257	1.755224093
2258	1.755140276
2259	1.755087844
2260	1.755044981
2261	1.754850944
2262	1.754820088
2263	1.754737594
2264	1.754653083
2265	1.754592329
2266	1.754508872
2267	1.754465521
2268	1.754289268
2269	1.754252105
2270	1.75419716
2271	1.754038257
2272	1.753949199
2273	1.753871964
2274	1.753813654
2275	1.753639188
2276	1.753422965
2277	1.753372769
2278	1.753264534
2279	1.753136372
2280	1.753070053
2281	1.752910758
2282	1.75283615
2283	1.752663389
2284	1.752547838
2285	1.752488464
2286	1.75244715
2287	1.752427824
2288	1.752361333
2289	1.75228418
2290	1.75221854
2291	1.75207954
2292	1.751945902
2293	1.751840622
2294	1.751790003
2295	1.751692745
2296	1.751562059
2297	1.75142661
2298	1.751268441
2299	1.751170574
2300	1.751015239
2301	1.750917692
2302	1.750763563
2303	1.750644542
2304	1.750548259
2305	1.750443854
2306	1.750242858
2307	1.750158478
2308	1.750116119
2309	1.749968195
2310	1.749906667
2311	1.749775796
2312	1.749671582
2313	1.749488287
2314	1.749427093
2315	1.74924449
2316	1.749176555
2317	1.749107927
2318	1.749045026
2319	1.748934007
2320	1.748906698
2321	1.748796187
2322	1.748752361
2323	1.748696112
2324	1.748505673
2325	1.748393953
2326	1.748279994
2327	1.748219856
2328	1.748188033
2329	1.748047321
2330	1.74797818
2331	1.747798422
2332	1.747633364
2333	1.747512368
2334	1.747301228
2335	1.747213046
2336	1.747078393
2337	1.747017942
2338	1.746945783
2339	1.746744976
2340	1.746520222
2341	1.746485474
2342	1.74641445
2343	1.74627918
2344	1.746159376
2345	1.746046131
2346	1.745897214
2347	1.745796769
2348	1.74572375
2349	1.74550153
2350	1.745447517
2351	1.745325547
2352	1.745241429
2353	1.745137116
2354	1.744954523
2355	1.744767965
2356	1.744673499
2357	1.744588695
2358	1.744517709
2359	1.744464688
2360	1.744416986
2361	1.744356742
2362	1.744258988
2363	1.74411833
2364	1.744077827
2365	1.743980304
2366	1.743929439
2367	1.743852802
2368	1.743820055
2369	1.743651238
2370	1.743604011
2371	1.743542736
2372	1.743474837
2373	1.743373823
2374	1.743271865
2375	1.743161151
2376	1.742992046
2377	1.742925058
2378	1.742897734
2379	1.742758807
2380	1.742678441
2381	1.742558864
2382	1.742369441
2383	1.742269135
2384	1.742210619
2385	1.742148991
2386	1.742049433
2387	1.741976075
2388	1.741925595
2389	1.741739106
2390	1.741702035
2391	1.741535364
2392	1.741424527
2393	1.741382813
2394	1.741279563
2395	1.741216172
2396	1.741192676
2397	1.741158545
2398	1.74103124
2399	1.740933486
2400	1.740800032
2401	1.740658555
2402	1.740497398
2403	1.740351838
2404	1.740215285
2405	1.740192935
2406	1.740176771
2407	1.740133922
2408	1.739981596
2409	1.739891786
2410	1.739817698
2411	1.739759415
2412	1.739601514
2413	1.739549686
2414	1.739339689
2415	1.739260181
2416	1.739152699
2417	1.739084174
2418	1.73897676
2419	1.738867286
2420	1.738865847
2421	1.738686134
2422	1.738531879
2423	1.738466979
2424	1.738340397
2425	1.738289626
2426	1.738213557
2427	1.738065733
2428	1.737939907
2429	1.737897779
2430	1.737829586
2431	1.737775308
2432	1.737601214
2433	1.737476725
2434	1.737322876
2435	1.73720167
2436	1.737172199
2437	1.736999678
2438	1.73691634
2439	1.736828046
2440	1.736796911
2441	1.736754157
2442	1.736631357
2443	1.736569616
2444	1.736489136
2445	1.736388224
2446	1.736199124
2447	1.735986316
2448	1.735948074
2449	1.73584127
2450	1.735700598
2451	1.735641635
2452	1.735514233
2453	1.735414566
2454	1.735292304
2455	1.735265574
2456	1.735092726
2457	1.735033009
2458	1.734994179
2459	1.73486661
2460	1.734803862
2461	1.734692819
2462	1.734586537
2463	1.73442553
2464	1.734330194
2465	1.734162328
2466	1.73407816
2467	1.733943115
2468	1.733822381
2469	1.7337539
2470	1.733691363
2471	1.733565442
2472	1.733371902
2473	1.733301497
2474	1.733162664
2475	1.73305919
2476	1.733013051
2477	1.732831579
2478	1.732701974
2479	1.732659143
2480	1.732573203
2481	1.732457363
2482	1.732370943
2483	1.732236996
2484	1.732179868
2485	1.732073259
2486	1.731991555
2487	1.731894664
2488	1.731811432
2489	1.731761691
2490	1.731629322
2491	1.731501867
2492	1.731433402
2493	1.731369045
2494	1.731286908
2495	1.73114487
2496	1.73095152
2497	1.730813633
2498	1.730703832
2499	1.730681285
2500	1.730625931
2501	1.730529628
2502	1.730483812
2503	1.730315856
2504	1.730130556
2505	1.730003608
2506	1.729934402
2507	1.729892794
2508	1.729756527
2509	1.729675617
2510	1.729587646
2511	1.729520261
2512	1.729430105
2513	1.7294004
2514	1.729304403
2515	1.729289901
2516	1.729085363
2517	1.729004914
2518	1.728933556
2519	1.728811267
2520	1.728711419
2521	1.728626267
2522	1.728462966
2523	1.728308449
2524	1.728242102
2525	1.728208667
2526	1.728066887
2527	1.727990995
2528	1.727938408
2529	1.727760944
2530	1.727707828
2531	1.727468104
2532	1.727379252
2533	1.727276137
2534	1.727182846
2535	1.727047881
2536	1.726904042
2537	1.726858286
2538	1.726682862
2539	1.726612898
2540	1.726519129
2541	1.726488657
2542	1.726463839
2543	1.726430582
2544	1.726243258
2545	1.726183558
2546	1.726053599
2547	1.725840811
2548	1.72566148
2549	1.725600743
2550	1.725529003
2551	1.725494076
2552	1.725426547
2553	1.725255389
2554	1.725105285
2555	1.724997109
2556	1.724933138
2557	1.724859531
2558	1.724750198
2559	1.724591762
2560	1.724479962
2561	1.724379293
2562	1.724152893
2563	1.724081466
2564	1.72399436
2565	1.723775833
2566	1.72366212
2567	1.723621623
2568	1.723561439
2569	1.723401669
2570	1.72333349
2571	1.72327815
2572	1.723226055
2573	1.722997723
2574	1.722876351
2575	1.722832319
2576	1.722700547
2577	1.722592277
2578	1.722401382
2579	1.722287638
2580	1.72224714
2581	1.722073703
2582	1.721987494
2583	1.721888047
2584	1.721652331
2585	1.721561362
2586	1.721551445
2587	1.721504542
2588	1.721409387
2589	1.721378159
2590	1.721306953
2591	1.721181589
2592	1.72107426
2593	1.720985883
2594	1.720923189
2595	1.720870611
2596	1.7207906
2597	1.720741307
2598	1.720635619
2599	1.72053011
2600	1.720484927
2601	1.720380039
2602	1.72022613
2603	1.720158091
2604	1.72011647
2605	1.720075424
2606	1.719963532
2607	1.719851532
2608	1.719731529
2609	1.719565831
2610	1.719473068
2611	1.719428119
2612	1.719283945
2613	1.719221128
2614	1.719064659
2615	1.718996996
2616	1.718756638
2617	1.718723729
2618	1.71861304
2619	1.7184605
2620	1.718395638
2621	1.718294598
2622	1.718150546
2623	1.718097799
2624	1.718019422
2625	1.717977397
2626	1.717856996
2627	1.717690892
2628	1.717560732
2629	1.717500939
2630	1.717454225
2631	1.717376567
2632	1.717242967
2633	1.717131079
2634	1.717103083
2635	1.717043806
2636	1.716968721
2637	1.716900845
2638	1.716728988
2639	1.716670289
2640	1.716572248
2641	1.716453552
2642	1.716353858
2643	1.716293727
2644	1.716110956
2645	1.716100322
2646	1.715934592
2647	1.715793624
2648	1.715675287
2649	1.715519812
2650	1.715460785
2651	1.715331299
2652	1.715193664
2653	1.715114906
2654	1.715091498
2655	1.71496516
2656	1.714886276
2657	1.714721038
2658	1.714647374
2659	1.714506164
2660	1.714441185
2661	1.714265836
2662	1.71417395
2663	1.714125575
2664	1.714055121
2665	1.713939113
2666	1.713881665
2667	1.713734343
2668	1.713659778
2669	1.713606438
2670	1.713544085
2671	1.713417296
2672	1.713253832
2673	1.71309153
2674	1.713027543
2675	1.712971095
2676	1.712882984
2677	1.71279563
2678	1.71272219
2679	1.712659607
2680	1.712552387
2681	1.712482186
2682	1.712437357
2683	1.712379304
2684	1.712278312
2685	1.712230443
2686	1.712167994
2687	1.712107606
2688	1.712028701
2689	1.711959797
2690	1.71183007
2691	1.711769309
2692	1.711710898
2693	1.711589109
2694	1.711550401
2695	1.711504428
2696	1.711463617
2697	1.711425826
2698	1.711164872
2699	1.711018368
2700	1.710947782
2701	1.710772586
2702	1.710676141
2703	1.71061727
2704	1.710371445
2705	1.710307996
2706	1.710271025
2707	1.710160597
2708	1.710075945
2709	1.710052385
2710	1.709985624
2711	1.709924036
2712	1.709832116
2713	1.7097163
2714	1.709633134
2715	1.709556179
2716	1.709420104
2717	1.709326576
2718	1.709267091
2719	1.709137945
2720	1.70907122
2721	1.708940963
2722	1.708855937
2723	1.708763286
2724	1.708691454
2725	1.708641252
2726	1.708520217
2727	1.708475078
2728	1.70839704
2729	1.708289207
2730	1.708215127
2731	1.708159315
2732	1.708031207
2733	1.707870124
2734	1.707820682
2735	1.707661929
2736	1.70755957
2737	1.707523931
2738	1.707492438
2739	1.707426835
2740	1.707371014
2741	1.707266862
2742	1.707089222
2743	1.706998375
2744	1.706861447
2745	1.7067725
2746	1.706645589
2747	1.706623249
2748	1.706556753
2749	1.706496625
2750	1.706444685
2751	1.706336313
2752	1.706264092
2753	1.706181653
2754	1.706041811
2755	1.705960414
2756	1.705886431
2757	1.705845107
2758	1.705785463
2759	1.705628711
2760	1.705519874
2761	1.705366236
2762	1.705318521
2763	1.705129992
2764	1.70511095
2765	1.704994349
2766	1.70493916
2767	1.704899272
2768	1.70485907
2769	1.704754076
2770	1.704716242
2771	1.704568658
2772	1.70444892
2773	1.704399732
2774	1.70415885
2775	1.704108836
2776	1.704059172
2777	1.7040245
2778	1.703990637
2779	1.703880721
2780	1.703697373
2781	1.703605514
2782	1.703469536
2783	1.703361137
2784	1.703268707
2785	1.703206128
2786	1.703156523
2787	1.703017299
2788	1.702830398
2789	1.702759951
2790	1.702673618
2791	1.702629441
2792	1.702532341
2793	1.702443987
2794	1.702368663
2795	1.702276567
2796	1.702196351
2797	1.702058986
2798	1.70201011
2799	1.701946662
2800	1.701898342
2801	1.701794802
2802	1.701726913
2803	1.701605195
2804	1.701522488
2805	1.701438751
2806	1.701371586
2807	1.701240113
2808	1.700901916
2809	1.700841383
2810	1.700648521
2811	1.700537866
2812	1.70044988
2813	1.700395572
2814	1.700222394
2815	1.700115765
2816	1.699987229
2817	1.69988263
2818	1.699801959
2819	1.699635144
2820	1.699564909
2821	1.699501404
2822	1.699467602
2823	1.699401436
2824	1.699252526
2825	1.699061327
2826	1.69892931
2827	1.698854255
2828	1.69865013
2829	1.698496383
2830	1.698337133
2831	1.698256452
2832	1.698167111
2833	1.698152239
2834	1.698020447
2835	1.697990194
2836	1.697885649
2837	1.697760624
2838	1.697708841
2839	1.697555873
2840	1.697464502
2841	1.697379081
2842	1.697259459
2843	1.697157143
2844	1.697131869
2845	1.697008175
2846	1.696854793
2847	1.696712969
2848	1.696639107
2849	1.69656509
2850	1.696423148
2851	1.69637535
2852	1.696345582
2853	1.696207427
2854	1.696154786
2855	1.695934524
2856	1.695858599
2857	1.695749229
2858	1.695697642
2859	1.695618162
2860	1.695414765
2861	1.695291692
2862	1.695192571
2863	1.695111763
2864	1.694922602
2865	1.69486515
2866	1.694799393
2867	1.694755518
2868	1.694720668
2869	1.694628476
2870	1.694472346
2871	1.69441401
2872	1.694283303
2873	1.694209339
2874	1.694123968
2875	1.694077941
2876	1.694026236
2877	1.693960601
2878	1.693879089
2879	1.693749623
2880	1.693685484
2881	1.693595885
2882	1.693540215
2883	1.693494663
2884	1.693448216
2885	1.693287626
2886	1.693239722
2887	1.693203783
2888	1.693129547
2889	1.692960238
2890	1.692912462
2891	1.692837287
2892	1.692737114
2893	1.692663469
2894	1.692557084
2895	1.692430781
2896	1.692345626
2897	1.692187677
2898	1.692102973
2899	1.692026728
2900	1.691939451
2901	1.691857393
2902	1.691798349
2903	1.69167101
2904	1.69158932
2905	1.69143116
2906	1.691390558
2907	1.691312286
2908	1.691264051
2909	1.691219017
2910	1.691075989
2911	1.691001233
2912	1.690929479
2913	1.690755603
2914	1.690670299
2915	1.690547215
2916	1.690386765
2917	1.69036654
2918	1.69030664
2919	1.690218342
2920	1.690109203
2921	1.689962576
2922	1.689821368
2923	1.689782131
2924	1.689637343
2925	1.689567582
2926	1.689454915
2927	1.689361831
2928	1.689279966
2929	1.689241938
2930	1.689208521
2931	1.689132746
2932	1.689017766
2933	1.688823377
2934	1.688666074
2935	1.688591421
2936	1.688505676
2937	1.688477063
2938	1.688427168
2939	1.688304738
2940	1.688217639
2941	1.68815807
2942	1.687977377
2943	1.687868844
2944	1.687701041
2945	1.687624162
2946	1.687493821
2947	1.687444309
2948	1.687273447
2949	1.687092152
2950	1.687030991
2951	1.686914356
2952	1.686729939
2953	1.686621677
2954	1.686533779
2955	1.686455765
2956	1.686359738
2957	1.686221794
2958	1.68611938
2959	1.686001582
2960	1.685977587
2961	1.685944661
2962	1.685848135
2963	1.685786757
2964	1.685703991
2965	1.685657634
2966	1.685552068
2967	1.685450301
2968	1.68538493
2969	1.685282804
2970	1.685155279
2971	1.685070799
2972	1.685032021
2973	1.684882745
2974	1.684814511
2975	1.684773036
2976	1.684593769
2977	1.684483953
2978	1.684436466
2979	1.684292976
2980	1.684190475
2981	1.68411528
2982	1.684010785
2983	1.683940659
2984	1.683844601
2985	1.683772304
2986	1.683631126
2987	1.683574768
2988	1.68352759
2989	1.683438709
2990	1.68329193
2991	1.683165968
2992	1.683125696
2993	1.683086633
2994	1.68302408
2995	1.682852252
2996	1.682798506
2997	1.682664309
2998	1.682553674
2999	1.682387663
3000	1.682237368
3001	1.682141162
3002	1.682071777
3003	1.681970119
3004	1.681798642
3005	1.681788185
3006	1.681752649
3007	1.681633178
3008	1.681577356
3009	1.681542349
3010	1.681440882
3011	1.681329618
3012	1.681260313
3013	1.681164905
3014	1.681067034
3015	1.68093282
3016	1.680771567
3017	1.680632573
3018	1.680605627
3019	1.680521803
3020	1.680443286
3021	1.68024794
3022	1.680144105
3023	1.67998277
3024	1.679941787
3025	1.679857965
3026	1.679787698
3027	1.679709029
3028	1.67967842
3029	1.679665588
3030	1.679522841
3031	1.679459361
3032	1.679404918
3033	1.679339437
3034	1.679258545
3035	1.67923129
3036	1.679042332
3037	1.678930983
3038	1.678900908
3039	1.678856608
3040	1.67874874
3041	1.678681763
3042	1.67853679
3043	1.678388029
3044	1.678312548
3045	1.678252646
3046	1.678230867
3047	1.678160576
3048	1.678088846
3049	1.678019774
3050	1.677953746
3051	1.677853027
3052	1.677721356
3053	1.677505684
3054	1.677287396
3055	1.677048285
3056	1.676927757
3057	1.676844173
3058	1.676706256
3059	1.676599815
3060	1.676525786
3061	1.676358023
3062	1.676282605
3063	1.676203004
3064	1.676019234
3065	1.675943172
3066	1.675869203
3067	1.675691286
3068	1.675634594
3069	1.675520806
3070	1.675413296
3071	1.675330734
3072	1.675280479
3073	1.675179845
3074	1.675089977
3075	1.675026173
3076	1.674977004
3077	1.67491777
3078	1.674804033
3079	1.674723202
3080	1.674561549
3081	1.674420564
3082	1.674345406
3083	1.674245698
3084	1.674201921
3085	1.674113937
3086	1.67403265
3087	1.673906707
3088	1.673867621
3089	1.673748947
3090	1.673633046
3091	1.673489017
3092	1.673457964
3093	1.67337826
3094	1.673292145
3095	1.673084872
3096	1.672938465
3097	1.672860793
3098	1.672792667
3099	1.672728804
3100	1.672682279
3101	1.67250213
3102	1.672411807
3103	1.672351362
3104	1.672232517
3105	1.672102907
3106	1.671969529
3107	1.671904525
3108	1.671815272
3109	1.671662222
3110	1.67153999
3111	1.671421544
3112	1.671384857
3113	1.67130325
3114	1.671171359
3115	1.671066802
3116	1.671032882
3117	1.670989551
3118	1.67094512
3119	1.670878598
3120	1.670705942
3121	1.670539051
3122	1.670407413
3123	1.670354519
3124	1.670249335
3125	1.670088922
3126	1.670007612
3127	1.66994319
3128	1.669789292
3129	1.669725974
3130	1.669652138
3131	1.669584252
3132	1.669425581
3133	1.669339524
3134	1.66928579
3135	1.669219621
3136	1.669088701
3137	1.668965406
3138	1.668867151
3139	1.668748529
3140	1.66864197
3141	1.668560091
3142	1.668444383
3143	1.668382328
3144	1.668204586
3145	1.668144955
3146	1.668032379
3147	1.667968194
3148	1.667794594
3149	1.667737693
3150	1.667635552
3151	1.667520543
3152	1.667334681
3153	1.667188374
3154	1.667129138
3155	1.667040047
3156	1.666971535
3157	1.666813727
3158	1.666570161
3159	1.666433639
3160	1.666337189
3161	1.666306368
3162	1.666157955
3163	1.666087877
3164	1.66589536
3165	1.665855437
3166	1.665754458
3167	1.665657494
3168	1.665503793
3169	1.665335131
3170	1.665180286
3171	1.665113938
3172	1.665010723
3173	1.664976296
3174	1.664942437
3175	1.66479566
3176	1.664687619
3177	1.664586446
3178	1.664561772
3179	1.664432922
3180	1.664074413
3181	1.663921656
3182	1.663862304
3183	1.663714767
3184	1.663589
3185	1.663497147
3186	1.663425449
3187	1.663367704
3188	1.663216396
3189	1.663126107
3190	1.663067731
3191	1.662988356
3192	1.662898481
3193	1.662854289
3194	1.662765817
3195	1.662644901
3196	1.662586095
3197	1.662549278
3198	1.662485074
3199	1.66233506
3200	1.662257922
3201	1.662218508
3202	1.662033931
3203	1.661909864
3204	1.661816361
3205	1.661696087
3206	1.661678377
3207	1.661612696
3208	1.661485524
3209	1.66133516
3210	1.661176686
3211	1.661052376
3212	1.661019095
3213	1.660872421
3214	1.660831443
3215	1.660784097
3216	1.660688962
3217	1.660486887
3218	1.660356007
